id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
675,@keberagaman62,Sadtember eReRQi,sadtember ererqi,sadtember ererqi,sadtember ererqi,sadtember ererqi,0,safe,non-cyberbullying,,0,0.529178674351585
676,@weiss_33,segitu doang kah mental rinz?,segitu doang kah mental rinz,segitu orang kah mental rinz,segitu orang mental rinz,segitu orang mental rinz,0,safe,non-cyberbullying,,0,0.529178674351585
677,@palakabuntuik8651,RRQ Midlane sama Goldline nya bapuk.,rrq midlane sama goldline nya bapuk,rrq midlane sama goldline ya bapuk,rrq midlane sama goldline bapuk,rrq midlane sama goldline bapuk,0,safe,non-cyberbullying,,0,0.529178674351585
678,@bouser-y8p,Dream team onic ❤,dream team onic,dream team onic,dream team onic,dream team onic,0,safe,non-cyberbullying,,0,0.529178674351585
679,@lutfy6930,onic udah gaperlu yeb 👍 di atas dinginnn shessshhh 🥶,onic udah gaperlu yeb di atas dinginnn shessshhh,onic sudah gaperlu yeb di atas dinginnn shessshhh,onic gaperlu yeb atas dinginnn shessshhh,onic gaperlu yeb atas dinginnn shessshhh,0,safe,non-cyberbullying,,0,0.529178674351585
680,@falach3245,udah biasa lihat onic id dominasi di MPL.. gw berharap di event internasional Onic bisa bawa juara,udah biasa lihat onic id dominasi di mpl gw berharap di event internasional onic bisa bawa juara,sudah bisa lihat onic id dominasi di mpl saya berharap di event internasional onic bisa bawa juara,lihat onic id dominasi mpl berharap event internasional onic bisa bawa juara,lihat onic id dominasi mpl harap event internasional onic bisa bawa juara,0,safe,non-cyberbullying,,0,0.529178674351585
681,@davidseptiano6101,Jungler busuk di mainin rrq kocak 😂,jungler busuk di mainin rrq kocak,jungler busuk di mainin rrq kocak,jungler busuk mainin rrq kocak,jungler busuk mainin rrq kocak,0,safe,non-cyberbullying,,0,0.529178674351585
682,@mariosilalahi5424,KATA2 HARI INI : RRQ TERLUNGKUP 😅😅😅😅,kata hari ini rrq terlungkup,kata hari ini rrq terlungkup,kata hari rrq terlungkup,kata hari rrq terlungkup,0,safe,non-cyberbullying,,0,0.529178674351585
683,@ikramaja-m1d,Komentator bicara sampah ganti aja ga guna sakit telinga sok tau,komentator bicara sampah ganti aja ga guna sakit telinga sok tau,komentator bicara sampai nanti saja tidak guna sakit telinga sok tahu,komentator bicara nanti tidak sakit telinga sok tahu,komentator bicara nanti tidak sakit telinga sok tahu,0,safe,non-cyberbullying,,0,0.529178674351585
684,@gilangsuminar-d2z,🤪👆🤪👆🤡,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
685,@mulyono-z1l,Evos bakal kudeta onic,evos bakal kudeta onic,evos bakal kudeta onic,evos bakal kudeta onic,evos bakal kudeta onic,0,safe,non-cyberbullying,,0,0.529178674351585
686,@uununasih2146,23:50 Ngakak berat sebelah Caster nya,ngakak berat sebelah caster nya,ngakak berat sebelah caster ya,ngakak berat sebelah caster,ngakak berat belah caster,0,safe,non-cyberbullying,,0,0.529178674351585
687,@MuhamadAliAdnan2411,"OH JADI GINI GAMEPLAY LAWAN ONIC,?      KATA RINZ ONIC ITU NGGK JAGO? IYA KAH KING RINZ? 🤣",oh jadi gini gameplay lawan onic kata rinz onic itu nggk jago iya kah king rinz,oh jadi gini gameplay lawan onic kata rinz onic itu nggk jago ya kah king rinz,jadi gini gameplay lawan onic kata rinz onic nggk jago kah king rinz,jadi gin gameplay lawan onic kata rinz onic nggk jago kah king rinz,0,safe,non-cyberbullying,,0,0.529178674351585
688,@xindidesalim6308,"Lu, punya gold handal diakui dunia.. Lu buang.. Pilih maenin gold magang.. Sehat sehat dah rrq",lu punya gold handal diakui dunia lu buang pilih maenin gold magang sehat sehat dah rrq,kamu punya gold handal diakui dunia kamu buang pilih maenin gold magang sehat sehat sudah rrq,kamu punya gold handal diakui dunia kamu buang pilih maenin gold magang sehat sehat rrq,kamu punya gold handal aku dunia kamu buang pilih maenin gold magang sehat sehat rrq,0,safe,non-cyberbullying,,0,0.529178674351585
689,@dwiaditya-jt7gd,Mkan tuh skylar,mkan tuh skylar,mkan tuh skylar,mkan tuh skylar,mkan tuh skylar,0,safe,non-cyberbullying,,0,0.529178674351585
690,@agilnugraha1357,"Main ada skylar di ppq aja masih kalah dan sekarang skylar nya di onic,kingdom berharap menang???lanjutkan lagi mimpi nya bro 😂",main ada skylar di ppq aja masih kalah dan sekarang skylar nya di onickingdom berharap menanglanjutkan lagi mimpi nya bro,main ada skylar di ppq saja kasih kalau dan sekarang skylar ya di onickingdom berharap menanglanjutkan lagi mimpi ya bro,main skylar ppq kasih kalau sekarang skylar di onickingdom berharap menanglanjutkan mimpi bro,main skylar ppq kasih kalau sekarang skylar di onickingdom harap menanglanjutkan mimpi bro,0,safe,non-cyberbullying,,0,0.529178674351585
691,@annisafathur9213,Wkwkwk bisa bisanya ditetesin 2 season berturut turut... Ga kapokk kapokk,wkwkwk bisa bisanya ditetesin season berturut turut ga kapokk kapokk,wkwkwk bisa bisanya ditetesin season berturut turut tidak kapokk kapokk,wkwkwk bisanya ditetesin season berturut turut kapokk kapokk,wkwkwk bisa ditetesin season turut turut kapokk kapokk,0,safe,non-cyberbullying,,0,0.529178674351585
692,@ekilestaluhusyafieq6976,😜👆,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
693,@rapier22,Savero mana ?,savero mana,savero mana,savero mana,savero mana,0,safe,non-cyberbullying,,0,0.529178674351585
694,@SeptianAdi-k2l,Caster pilikasi,caster pilikasi,caster pilikasi,caster pilikasi,caster pilikasi,0,safe,non-cyberbullying,,0,0.529178674351585
695,@hilaalkun,MAU KALAH AJA LAMA BANGET,mau kalah aja lama banget,mau kalau saja lama banget,mau kalau lama banget,mau kalau lama banget,0,safe,non-cyberbullying,,0,0.529178674351585
696,@hilmannuralamsyah,Udah kasih aja piala nya ke onic,udah kasih aja piala nya ke onic,sudah kasih saja piala ya ke onic,kasih piala ke onic,kasih piala ke onic,0,safe,non-cyberbullying,,0,0.529178674351585
697,@bengek-h4z,buang zunesh ganti gua,buang zunesh ganti gua,buang zunesh nanti saya,buang zunesh saya,buang zunesh saya,0,safe,non-cyberbullying,,0,0.529178674351585
698,@vinarusadi9982,Onic ambil piala aja langsung 🎉,onic ambil piala aja langsung,onic ambil piala saja langsung,onic ambil piala langsung,onic ambil piala langsung,0,safe,non-cyberbullying,,0,0.529178674351585
699,@ErrZyn,Penyakit penasaran hayabusa😹,penyakit penasaran hayabusa,penyakit penasaran hayabusa,penyakit penasaran hayabusa,sakit penasaran hayabusa,0,safe,non-cyberbullying,,0,0.529178674351585
700,@syub_li,hanya PH dan SRG bisa ngalahin onic,hanya ph dan srg bisa ngalahin onic,hanya ph dan srg bisa ngalahin onic,ph srg ngalahin onic,ph srg ngalahin onic,0,safe,non-cyberbullying,,0,0.529178674351585
701,@FannSkuy26,KELAZZZZ,kelazzzz,kelazzzz,kelazzzz,kelazzzz,0,safe,non-cyberbullying,,0,0.529178674351585
702,@adambukittinggi,25:14 kocak tuan muda,kocak tuan muda,kocak tuan muda,kocak tuan muda,kocak tuan muda,0,safe,non-cyberbullying,,0,0.529178674351585
703,@EM2NNN,"Rrq pokek ,kenapa gx main kan hazell ,eh malah mainkan burikkkk eh zurich",rrq pokek kenapa gx main kan hazell eh malah mainkan burikkkk eh zurich,rrq pokek kenapa gx main akan hazell eh malah mainkan burikkkk eh zurich,rrq pokek gx main hazell eh malah mainkan burikkkk eh zurich,rrq pokek gx main hazell eh malah main burikkkk eh zurich,0,safe,non-cyberbullying,,0,0.529178674351585
704,@ServiceHape-k1x,Piala kasih onic aj,piala kasih onic aj,piala kasih onic saja,piala kasih onic,piala kasih onic,0,safe,non-cyberbullying,,0,0.529178674351585
705,@nanung19,Kongdom ko diam?? Kemarin aja koar koar,kongdom ko diam kemarin aja koar koar,kongdom ko diam kemarin saja koar koar,kongdom ko diam kemarin koar koar,kongdom ko diam kemarin koar koar,0,safe,non-cyberbullying,,0,0.529178674351585
706,@ajiputra9152,BADUT SEPERTI PPQ TIADK PANTAS MAIN DI MLP PANTAS NYA MAIN DI MDL 😜🤚,badut seperti ppq tiadk pantas main di mlp pantas nya main di mdl,badut seperti ppq tidak pantas main di mlp pantas ya main di mdl,badut ppq pantas main mlp pantas main mdl,badut ppq pantas main mlp pantas main mdl,0,safe,non-cyberbullying,,0,0.529178674351585
707,@jimsyah3158,"Penyakit rinz gila muncul klo ketemu pharsanya king sanz,de javu solokill di tempat yg sama pas final",penyakit rinz gila muncul klo ketemu pharsanya king sanzde javu solokill di tempat yg sama pas final,penyakit rinz gila muncul kalau ketemu pharsanya king sanzde javu solokill di tempat yang sama pas final,penyakit rinz gila muncul kalau ketemu pharsanya king sanzde javu solokill tempat sama pas final,sakit rinz gila muncul kalau ketemu pharsanya king sanzde javu solokill tempat sama pas final,0,safe,non-cyberbullying,,0,0.529178674351585
708,@feriibet9732,King kairi,king kairi,king kairi,king kairi,king kairi,0,safe,non-cyberbullying,,0,0.529178674351585
709,@PolarExFamily,Onic mendapatkan missing peace sekian purnama ini baru dpt skylar 😊,onic mendapatkan missing peace sekian purnama ini baru dpt skylar,onic mendapatkan missing peace sekian purnama ini baru dapat skylar,onic mendapatkan missing peace sekian purnama baru skylar,onic dapat missing peace sekian purnama baru skylar,0,safe,non-cyberbullying,,0,0.529178674351585
710,@rrqjago1,"Wajar rrq kalah,r7 ga main,bang xinn ga main, Albert ga main,vyn ga main,clay ga main,pak AP ga main😂",wajar rrq kalahr ga mainbang xinn ga main albert ga mainvyn ga mainclay ga mainpak ap ga main,wajar rrq kalahr tidak mainbang xinn tidak main albert tidak mainvyn tidak mainclay tidak mainpak ap tidak main,wajar rrq kalahr mainbang xinn main albert mainvyn mainclay mainpak ap main,wajar rrq kalahr mainbang xinn main albert mainvyn mainclay mainpak ap main,0,safe,non-cyberbullying,,0,0.529178674351585
711,@MuhAras-yi7xp,😝👆,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
712,@abdulgofar5954,Onic vs Publik,onic vs publik,onic vs publik,onic vs publik,onic vs publik,0,safe,non-cyberbullying,,0,0.529178674351585
713,@HendraRbsm,Rip rinz sih 😂,rip rinz sih,rip rinz sih,rip rinz sih,rip rinz sih,0,safe,non-cyberbullying,,0,0.529178674351585
714,@Qwertzy_o,"Kumar the real counter Kingdom.
Tampan✓piala MPL✓ piala MSC✓ benteng seblak✓",kumar the real counter kingdom tampanpiala mpl piala msc benteng seblak,kumar the real counter kingdom tampanpiala mpl piala msc benteng seblak,kumar the real counter kingdom tampanpiala mpl piala msc benteng seblak,mar the real counter kingdom tampanpiala mpl piala msc benteng seblak,0,safe,non-cyberbullying,,0,0.529178674351585
715,@Sandi-gz8js,Kasih langsung pialanya ke onic,kasih langsung pialanya ke onic,kasih langsung pialanya ke onic,kasih langsung pialanya onic,kasih langsung piala onic,0,safe,non-cyberbullying,,0,0.529178674351585
716,@Naur4-SL,Kalo mau n harus bunuh rinz dulu😂,kalo mau n harus bunuh rinz dulu,kalau mau n harus bunuh rinz dulu,kalau mau n bunuh rinz dulu,kalau mau n bunuh rinz dulu,5,moderate_toxic,cyberbullying,bunuh(extreme:5),1,9.067901234567902
717,@Ramadhan-r6z,Casternya berat sebelah jirr...,casternya berat sebelah jirr,casternya berat sebelah jirr,casternya berat sebelah jirr,casternya berat belah jirr,0,safe,non-cyberbullying,,0,0.529178674351585
718,@PANS-h9c,Bener kata khezcut Fanny cuma dongeng kalo di pakek sama tim nya😂,bener kata khezcut fanny cuma dongeng kalo di pakek sama tim nya,benar kata khezcut fanny cuma dongeng kalau di pakek sama tim ya,benar kata khezcut fanny cuma dongeng kalau pakek sama tim,benar kata khezcut fanny cuma dongeng kalau pakek sama tim,0,safe,non-cyberbullying,,0,0.529178674351585
719,@tnjajiprogrammer387,"Game 1 full Natan gk join war, game 2 moskov tombaknya entah kemana-mana😂",game full natan gk join war game moskov tombaknya entah kemanamana,game full natan tidak join war game moskov tombaknya entah kemanamana,game full natan join war game moskov tombaknya entah kemanamana,game full natan join war game moskov tombak entah kemanamana,0,safe,non-cyberbullying,,0,0.529178674351585
720,@yamza.2784,"Jelek nya rrq dari dulu, selalu nyari musuh pas udah kalah bukan nya deff",jelek nya rrq dari dulu selalu nyari musuh pas udah kalah bukan nya deff,jelek ya rrq dari dulu selalu nyari musuh pas sudah kalau bukan ya deff,jelek rrq dulu selalu nyari musuh pas kalau bukan deff,jelek rrq dulu selalu nyari musuh pas kalau bukan deff,4,moderate_toxic,cyberbullying,jelek(personal:4),1,9.067901234567902
721,@habibbb9825,"Menang:merayakan
Kalah:menjelaskan
Siapa lagi kalau bukan?",menangmerayakan kalahmenjelaskan siapa lagi kalau bukan,menangmerayakan kalahmenjelaskan siapa lagi kalau bukan,menangmerayakan kalahmenjelaskan siapa kalau bukan,menangmerayakan kalahmenjelaskan siapa kalau bukan,0,safe,non-cyberbullying,,0,0.529178674351585
722,@zarujaya8464,"Hosnya come back Mulu yg dibahas,awas ikut nangis wkwk",hosnya come back mulu yg dibahasawas ikut nangis wkwk,hosnya come back mulu yang dibahasawas ikut nangis wkwk,hosnya come back mulu dibahasawas ikut nangis wkwk,hosnya come back mulu dibahasawas ikut nang wkwk,0,safe,non-cyberbullying,,0,0.529178674351585
723,@rafbusiness-il4,gameplay dunia emang beda,gameplay dunia emang beda,gameplay dunia memang beda,gameplay dunia memang beda,gameplay dunia memang beda,0,safe,non-cyberbullying,,0,0.529178674351585
724,@Yukihime-i7s,lemah bnget ppq lawan tim gak jago aja ngedem,lemah bnget ppq lawan tim gak jago aja ngedem,lemah banget ppq lawan tim tidak jago saja ngedem,lemah banget ppq lawan tim jago ngedem,lemah banget ppq lawan tim jago ngedem,0,safe,non-cyberbullying,,0,0.529178674351585
725,@fallenzy,"wkwkwk skylar di onic disuruh mandiri, soalnya tim nya percaya sama skylar",wkwkwk skylar di onic disuruh mandiri soalnya tim nya percaya sama skylar,wkwkwk skylar di onic disuruh mandiri soalnya tim ya percaya sama skylar,wkwkwk skylar onic disuruh mandiri soalnya tim percaya sama skylar,wkwkwk skylar onic suruh mandiri soal tim percaya sama skylar,0,safe,non-cyberbullying,,0,0.529178674351585
726,@ponpokobushi7389,"kalo jago tuh juara m series dong, apaan liga kampung ini. buktiin capek gue cuma lihat artefak zaman dinosaurus evos yg bisa dibilang beruntung doang karna masih sdkit pesaingnya.",kalo jago tuh juara m series dong apaan liga kampung ini buktiin capek gue cuma lihat artefak zaman dinosaurus evos yg bisa dibilang beruntung doang karna masih sdkit pesaingnya,kalau jago tuh juara m series dong apaan liga kampung ini buktiin capek saya cuma lihat artefak zaman dinosaurus evos yang bisa dibilang beruntung orang karena kasih sdkit pesaingnya,kalau jago tuh juara m series dong apaan liga kampung buktiin capek cuma lihat artefak zaman dinosaurus evos bisa dibilang beruntung orang kasih sdkit pesaingnya,kalau jago tuh juara m series dong apa liga kampung buktiin capek cuma lihat artefak zaman dinosaurus evos bisa bilang untung orang kasih sdkit saing,0,safe,non-cyberbullying,,0,0.529178674351585
727,@noctra.studio,kok Rinz tumban didalam base dua game sih 😭😭😭😭,kok rinz tumban didalam base dua game sih,kok rinz tumban didalam base dua game sih,kok rinz tumban didalam base game sih,kok rinz tumban dalam base game sih,0,safe,non-cyberbullying,,0,0.529178674351585
728,@YT_RYY_cuy,Onic ga jago kata seseorang 🤭🤣🤣🤣🤣,onic ga jago kata seseorang,onic tidak jago kata seseorang,onic jago kata seseorang,onic jago kata orang,0,safe,non-cyberbullying,,0,0.529178674351585
729,@YT_RYY_cuy,GG sanz,gg sanz,gg sanz,gg sanz,gg sanz,0,safe,non-cyberbullying,,0,0.529178674351585
730,@EgiSeptiadi-u5w,btw toy 2 game ngapain iya wkwkwk,btw toy game ngapain iya wkwkwk,btw toy game ngapain ya wkwkwk,btw toy game ngapain wkwkwk,btw toy game ngapain wkwkwk,0,safe,non-cyberbullying,,0,0.529178674351585
731,@EgiSeptiadi-u5w,pemain sebagus skykar malah dicamatin wkwk,pemain sebagus skykar malah dicamatin wkwk,pemain sebagus skykar malah dicamatin wkwk,pemain sebagus skykar malah dicamatin wkwk,main bagus skykar malah dicamatin wkwk,0,safe,non-cyberbullying,,0,0.529178674351585
732,@KANGHAPUNG20,Mpl kek liga petani jir😅,mpl kek liga petani jir,mpl seperti liga petani jir,mpl liga petani jir,mpl liga tani jir,0,safe,non-cyberbullying,,0,0.529178674351585
733,@Yukihime-i7s,RINS BEBAN OII,rins beban oii,rins beban oii,rins beban oii,rins beban oii,0,safe,non-cyberbullying,,0,0.529178674351585
734,@psycho-bn4pf,✋🤪,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
735,@Riszmonarch,Tq for Skylar enjoy u Toy😜👆,tq for skylar enjoy u toy,tq for skylar enjoy u toy,tq for skylar enjoy u toy,tq for skylar enjoy u toy,0,safe,non-cyberbullying,,0,0.529178674351585
736,@fanfanforG,"Ya,lagi2 RRQ Runner up",yalagi rrq runner up,lagi rrq runner up,rrq runner up,rrq runner up,0,safe,non-cyberbullying,,0,0.529178674351585
737,@SAZRILSEPTIANDASMC,Kiboy Dengan roamnya🥶,kiboy dengan roamnya,kiboy dengan roamnya,kiboy roamnya,kiboy roamnya,0,safe,non-cyberbullying,,0,0.529178674351585
738,@ponpokobushi7389,"bagusan sutsujin...,",bagusan sutsujin,bagusan sutsujin,bagusan sutsujin,bagus sutsujin,0,safe,non-cyberbullying,,0,0.529178674351585
739,@nightmaress7,ditutorin Pharsa yah si adek starsyndrome😂😂,ditutorin pharsa yah si adek starsyndrome,ditutorin pharsa ya si adek starsyndrome,ditutorin pharsa si adek starsyndrome,ditutorin pharsa si adek starsyndrome,0,safe,non-cyberbullying,,0,0.529178674351585
740,@lukiandika7891,kalah menang tetep RRQ di hati kata orang yang gengsi mengakui ONIC team ter kuat di season ini,kalah menang tetep rrq di hati kata orang yang gengsi mengakui onic team ter kuat di season ini,kalau memang tetep rrq di hati kata orang yang gengsi mengakui onic team ter kuat di season ini,kalau memang tetep rrq hati kata orang gengsi mengakui onic team ter kuat season,kalau memang tetep rrq hati kata orang gengsi aku onic team ter kuat season,0,safe,non-cyberbullying,,0,0.529178674351585
741,@m.irfana.parasulu8606,PPQ Vs ONIC 🤗,ppq vs onic,ppq vs onic,ppq vs onic,ppq vs onic,0,safe,non-cyberbullying,,0,0.529178674351585
742,@Daniplaymid,mati di base 2x anjir 🤣,mati di base x anjir,mati di base x anjir,mati base x anjir,mati base x anjir,6,severe_toxic,cyberbullying,mati(extreme:5); anjir(negative:1),1,9.067901234567902
743,@AnggaSaputra-mq9pi,buang permata demi batu giok wkwkw toy toy 🤣🤣,buang permata demi batu giok wkwkw toy toy,buang permata demi batu giok wkwkw toy toy,buang permata batu giok wkwkw toy toy,buang permata batu giok wkwkw toy toy,0,safe,non-cyberbullying,,0,0.529178674351585
744,@adyymusic1425,"25:10 ini yve ngapain dah buka ulti back up gk ada malah dia mati konyol kena pharsa,udh untung selamet gk kena taunt gatot sma yss malah wkwk  🗿public juga gk bakalan begitu kalau main yve",ini yve ngapain dah buka ulti back up gk ada malah dia mati konyol kena pharsaudh untung selamet gk kena taunt gatot sma yss malah wkwk public juga gk bakalan begitu kalau main yve,ini yve ngapain sudah bukan ulti back up tidak ada malah dia mati kontol karena pharsaudh untung selamet tidak karena taunt gatot sama yss malah wkwk public juga tidak bakalan begitu kalau main yve,yve ngapain bukan ulti back up ada malah mati kontol pharsaudh untung selamet karena taunt gatot sama yss malah wkwk public tidak bakalan kalau main yve,yve ngapain bukan ulti back up ada malah mati kontol pharsaudh untung selamet karena taunt gatot sama yss malah wkwk public tidak bakal kalau main yve,10,extreme_cyberbullying,cyberbullying,mati(extreme:5); kontol(extreme:5),1,9.067901234567902
745,@novrannando9907,"""Rinz"" 2 game 2x modaar dlm basee😂",rinz game x modaar dlm basee,rinz game x modaar dlm basee,rinz game x modaar dlm basee,rinz game x modaar dlm basee,0,safe,non-cyberbullying,,0,0.529178674351585
746,@z-tempest,UDAH BEDA KELASSS YAAA ONIC dengn satpam tropi,udah beda kelasss yaaa onic dengn satpam tropi,sudah beda kelasss yaaa onic dengan satpam tropi,beda kelasss yaaa onic satpam tropi,beda kelasss yaaa onic satpam tropi,0,safe,non-cyberbullying,,0,0.529178674351585
747,@novrannando9907,"Aura aura come back katamu, lu pikir tim onic bocah2 ranked kah...caster t*l*lllll",aura aura come back katamu lu pikir tim onic bocah ranked kahcaster tllllll,aura aura come back katamu kamu pikir tim onic bocah ranked kahcaster tllllll,aura aura come back katamu kamu pikir tim onic bocah ranked kahcaster tllllll,aura aura come back kata kamu pikir tim onic bocah ranked kahcaster tllllll,0,safe,non-cyberbullying,,0,0.529178674351585
748,@sonisoni959,"Rinz, songong 
Zunesh ,sok jago,pdhl biasa aja,
Toyy, terlalu PD",rinz songong zunesh sok jagopdhl biasa aja toyy terlalu pd,rinz songong zunesh sok jagopdhl bisa saja toyy terlalu pd,rinz songong zunesh sok jagopdhl saja toyy terlalu pd,rinz songong zunesh sok jagopdhl saja toyy terlalu pd,0,safe,non-cyberbullying,,0,0.529178674351585
749,@umibozunion4,rinz langsung bungkam sih harusnya ga berani ngomong macem2 lagi 😂,rinz langsung bungkam sih harusnya ga berani ngomong macem lagi,rinz langsung bungkam sih harusnya tidak berani ngomong macem lagi,rinz langsung bungkam sih harusnya berani ngomong macem,rinz langsung bungkam sih harus berani ngomong macem,0,safe,non-cyberbullying,,0,0.529178674351585
750,@evilsmile-p3i,caster yang 1 ga bangett cok,caster yang ga bangett cok,caster yang tidak banget cok,caster tidak banget cok,caster tidak banget cok,0,safe,non-cyberbullying,,0,0.529178674351585
751,@gojckhidayat7332,Caster begini gak usah di pake lagi lah...komentnya memihak gak netral....,caster begini gak usah di pake lagi lahkomentnya memihak gak netral,caster begini tidak usah di pakai lagi lahkomentnya memihak tidak netral,caster begini usah pakai lahkomentnya memihak netral,caster begini usah pakai lahkomentnya pihak netral,0,safe,non-cyberbullying,,0,0.529178674351585
752,@rexxme-l4y,05:45 jasa skip,jasa skip,jasa skip,jasa skip,jasa skip,0,safe,non-cyberbullying,,0,0.529178674351585
753,@j1official_id,punya skylar milih toy 😂,punya skylar milih toy,punya skylar milih toy,punya skylar milih toy,punya skylar milih toy,0,safe,non-cyberbullying,,0,0.529178674351585
754,@Lyoudrubylod_wpd,Aura aura comeback cik 😹😹,aura aura comeback cik,aura aura comeback cik,aura aura comeback cik,aura aura comeback cik,0,safe,non-cyberbullying,,0,0.529178674351585
755,@VirgiMawa-cr9gq,"Enggak pantes dipanggil raja , pantes dipanggil badut",enggak pantes dipanggil raja pantes dipanggil badut,enggak pantes dipanggil raja pantes dipanggil badut,enggak pantes dipanggil raja pantes dipanggil badut,enggak pantes panggil raja pantes panggil badut,0,safe,non-cyberbullying,,0,0.529178674351585
756,@JayaMukti-g6n,Toy toy letoy bot mm nya 😂,toy toy letoy bot mm nya,toy toy letoy bot mm ya,toy toy letoy bot mm,toy toy letoy bot mm,3,moderate_toxic,non-cyberbullying,bot(gaming:3),0,0.529178674351585
757,@yuzuuu6687,Kocak rrq,kocak rrq,kocak rrq,kocak rrq,kocak rrq,0,safe,non-cyberbullying,,0,0.529178674351585
758,@anjaygurinjay6445,25:15 jadi djavu🤭,jadi djavu,jadi djavu,jadi djavu,jadi djavu,0,safe,non-cyberbullying,,0,0.529178674351585
759,@AlifReza14,kepencet emot 😜👆🏻,kepencet emot,kepencet emot,kepencet emot,pencet emot,0,safe,non-cyberbullying,,0,0.529178674351585
760,@mutmainnahinna4881,"""aura kambeknya mulai kecium"" hahahaah yg kecium aroma 2 : 0 😜👆",aura kambeknya mulai kecium hahahaah yg kecium aroma,aura kambeknya mulai kecium hahahaah yang kecium aroma,aura kambeknya mulai kecium hahahaah kecium aroma,aura kambeknya mulai cium hahahaah cium aroma,0,safe,non-cyberbullying,,0,0.529178674351585
761,@zxeiypriset,UDAH YAH MAEN RAJA RAJA NYA YANG ASLI ADA DI SONIC,udah yah maen raja raja nya yang asli ada di sonic,sudah ya maen raja raja ya yang asli ada di sonic,maen raja raja ya yang asli di sonic,maen raja raja ya yang asli di sonic,0,safe,non-cyberbullying,,0,0.529178674351585
762,@tosrizalsaputra6219,"Dyren,klau di lht main nya udh GK kompak nya,,,KRNA si rinz sok jgo,jdi dyren udh mlas aj main",dyrenklau di lht main nya udh gk kompak nyakrna si rinz sok jgojdi dyren udh mlas aj main,dyrenklau di lht main ya sudah tidak kompak nyakrna si rinz sok jgojdi dyren sudah mlas saja main,dyrenklau lht main kompak nyakrna si rinz sok jgojdi dyren sudah mlas main,dyrenklau lht main kompak nyakrna si rinz sok jgojdi dyren sudah mlas main,0,safe,non-cyberbullying,,0,0.529178674351585
763,@harryyanto9716,Lawan ph gak ada apa2 onic,lawan ph gak ada apa onic,lawan ph tidak ada apa onic,lawan ph ada apa onic,lawan ph ada apa onic,0,safe,non-cyberbullying,,0,0.529178674351585
764,@NPCinRealLife_77,"Kasih aja sih piala MPL lagi untuk onic, sisanya badut semua",kasih aja sih piala mpl lagi untuk onic sisanya badut semua,kasih saja sih piala mpl lagi untuk onic sisanya badut semua,kasih sih piala mpl untuk onic sisanya badut semua,kasih sih piala mpl untuk onic sisa badut semua,0,safe,non-cyberbullying,,0,0.529178674351585
765,@nickarzu8261,8:21 tumben RRQ kalah voting 😂🤣,tumben rrq kalah voting,tumben rrq kalau voting,tumben rrq kalau voting,tumben rrq kalau voting,0,safe,non-cyberbullying,,0,0.529178674351585
766,@UzumakiUchiha-g7j,Idok aja ga ada harga dirinya dihadapan king skylar cok,idok aja ga ada harga dirinya dihadapan king skylar cok,idok saja tidak ada harga dirinya dihadapan king skylar cok,idok tidak harga dirinya dihadapan king skylar cok,idok tidak harga diri hadap king skylar cok,0,safe,non-cyberbullying,,0,0.529178674351585
767,@RandomCliper23,Penggendong indo vs badut mseries 😂,penggendong indo vs badut mseries,penggendong indo vs badut mseries,penggendong indo vs badut mseries,gendong indo vs badut mseries,0,safe,non-cyberbullying,,0,0.529178674351585
768,@Nabila-t4z2u,RRQ DI AYAM AYAMIN WKWK,rrq di ayam ayamin wkwk,rrq di ayam ayamin wkwk,rrq ayam ayamin wkwk,rrq ayam ayamin wkwk,0,safe,non-cyberbullying,,0,0.529178674351585
769,@andriandri3112,Kelas Sanz😊😊😊,kelas sanz,kelas sanz,kelas sanz,kelas sanz,0,safe,non-cyberbullying,,0,0.529178674351585
770,@adnda81,Udah ya main raja2 an nya😂,udah ya main raja an nya,sudah ya main raja an ya,main raja an ya,main raja an ya,0,safe,non-cyberbullying,,0,0.529178674351585
771,@HolikSeptyan,RRQ MLEMPEM,rrq mlempem,rrq mlempem,rrq mlempem,rrq mlempem,0,safe,non-cyberbullying,,0,0.529178674351585
772,@kuproy8746,onic kepencet vs ai😂,onic kepencet vs ai,onic kepencet vs ai,onic kepencet vs ai,onic pencet vs ai,0,safe,non-cyberbullying,,0,0.529178674351585
773,@hadyichie7340,"Salahnya RRQ malah Melepas Hazle, padahal itu Jungler Agresif",salahnya rrq malah melepas hazle padahal itu jungler agresif,salahnya rrq malah melepas hazle padahal itu jungler agresif,salahnya rrq malah melepas hazle padahal jungler agresif,salah rrq malah lepas hazle padahal jungler agresif,0,safe,non-cyberbullying,,0,0.529178674351585
774,@madanirahman5822,Apalah zunesh ini ce,apalah zunesh ini ce,apalah zunesh ini ce,apalah zunesh ce,apa zunesh ce,0,safe,non-cyberbullying,,0,0.529178674351585
775,@KE1Z-A8,Kai emot kai,kai emot kai,kai emot kai,kai emot kai,kai emot kai,0,safe,non-cyberbullying,,0,0.529178674351585
