id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
937,@notreal_com,Katanya raja segala raja kok dibantai,katanya raja segala raja kok dibantai,katanya raja segala raja kok dibantai,katanya raja segala raja kok dibantai,kata raja segala raja kok bantai,0,safe,non-cyberbullying,,0,0.5300732217573222
938,@mantzy_21,"Kocak bgt, pharsa ulti mlh d gas. Ya kena dmg semua 😂😂 bagus sabar clear minion dlu. Kenapa war? Wkwk call siapa tuh",kocak bgt pharsa ulti mlh d gas ya kena dmg semua bagus sabar clear minion dlu kenapa war wkwk call siapa tuh,kocak banget pharsa ulti mlh d gas ya karena dmg semua bagus sabar clear minion dlu kenapa war wkwk call siapa tuh,kocak banget pharsa ulti mlh d gas karena dmg semua bagus sabar clear minion dlu war wkwk call siapa tuh,kocak banget pharsa ulti mlh d gas karena dmg semua bagus sabar clear minion dlu war wkwk call siapa tuh,0,safe,non-cyberbullying,,0,0.5300732217573222
939,@rhudyhartono9270,"Tim lain kebanyakan rombak"" roster, liat noh onic",tim lain kebanyakan rombak roster liat noh onic,tim lain kebanyakan rombak roster liat noh onic,tim kebanyakan rombak roster liat noh onic,tim banyak rombak roster liat noh onic,0,safe,non-cyberbullying,,0,0.5300732217573222
940,@ceptiadi8605,Mending ujin,mending ujin,mending ujin,mending ujin,mending ujin,0,safe,non-cyberbullying,,0,0.5300732217573222
941,@VicksBoys-u6l,R.I.P PPQ😂😂 selamat atas kekalahnya #saverinz,rip ppq selamat atas kekalahnya,rip ppq selamat atas kekalahnya,rip ppq selamat atas kekalahnya,rip ppq selamat atas kalah,0,safe,non-cyberbullying,,0,0.5300732217573222
942,@MONSkucy,Skylar:: kmu salah org kmu salah org,skylar kmu salah org kmu salah org,skylar kamu salah orang kamu salah orang,skylar kamu salah orang kamu salah orang,skylar kamu salah orang kamu salah orang,0,safe,non-cyberbullying,,0,0.5300732217573222
943,@gdent7908,Kingdom kabarnya bahas piala divisi lain 😂,kingdom kabarnya bahas piala divisi lain,kingdom kabarnya bahas piala divisi lain,kingdom kabarnya bahas piala divisi,kingdom kabar bahas piala divisi,0,safe,non-cyberbullying,,0,0.5300732217573222
944,@monkeydluffy8245,"Coba di M7 besok apakah sama dengan ini? Owh iya kan ada org ph di indo, mana mau mereka kasih ke indo😅",coba di m besok apakah sama dengan ini owh iya kan ada org ph di indo mana mau mereka kasih ke indo,coba di m besok apakah sama dengan ini owh ya akan ada orang ph di indo mana mau mereka kasih ke indo,coba m besok sama ini owh akan orang ph indo mana mau kasih indo,coba m besok sama ini owh akan orang ph indo mana mau kasih indo,0,safe,non-cyberbullying,,0,0.5300732217573222
945,@WilliamMidun,Player mana nich yang katanya Onic nggak jago... 😂🤣🤣,player mana nich yang katanya onic nggak jago,player mana nich yang katanya onic nggak jago,player mana nich katanya onic jago,player mana nich kata onic jago,0,safe,non-cyberbullying,,0,0.5300732217573222
946,@JuwitaWati-ci1oj,"SEKALI RRQ TTP RRQ WALAUPUN MUSUH NGAMBIL PEMAIN JADI SEMUA GA PEDULI .   GUA TAU KOK SKYLAR PINDAH ITU TUJUANNYA BIAR MSERIES BALIK KE INDONESIA LAGI BUKAN KARENA DIJUAL CUMA2 ,,      KARENA YANG HAMPIR NYAMAIN SKIL PH YA PEMAINNYA ADA DI ONIC ,  NAH SEKARANG TAMBAH SKYLAR ,   BIAR MAKIN KUAT BUAT LAWAN DOMINASI PH",sekali rrq ttp rrq walaupun musuh ngambil pemain jadi semua ga peduli gua tau kok skylar pindah itu tujuannya biar mseries balik ke indonesia lagi bukan karena dijual cuma karena yang hampir nyamain skil ph ya pemainnya ada di onic nah sekarang tambah skylar biar makin kuat buat lawan dominasi ph,sekali rrq ttp rrq walaupun musuh ngambil pemain jadi semua tidak peduli saya tahu kok skylar pindah itu tujuannya biar mseries balik ke indonesia lagi bukan karena dijual cuma karena yang hampir nyamain skil ph ya pemainnya ada di onic nah sekarang tambah skylar biar makin kuat buat lawan dominasi ph,sekali rrq ttp rrq walaupun musuh ngambil pemain jadi semua peduli tahu kok skylar pindah tujuannya biar mseries balik indonesia bukan dijual cuma yang hampir nyamain skil ph pemainnya di onic nah sekarang tambah skylar biar makin kuat buat lawan dominasi ph,sekali rrq ttp rrq walaupun musuh ngambil main jadi semua peduli tahu kok skylar pindah tuju biar mseries balik indonesia bukan jual cuma yang hampir nyamain skil ph main di onic nah sekarang tambah skylar biar makin kuat buat lawan dominasi ph,0,safe,non-cyberbullying,,0,0.5300732217573222
947,@KenshinX007-b7j,"""MEREKA GA JAGO, TAPI KITA DIBANTAI"" 🗿",mereka ga jago tapi kita dibantai,mereka tidak jago tapi kita dibantai,tidak jago kita dibantai,tidak jago kita bantai,0,safe,non-cyberbullying,,0,0.5300732217573222
948,@nasirgg_n7,Lawan onic kek drak sistem yah hahah,lawan onic kek drak sistem yah hahah,lawan onic seperti drak sistem ya hahah,lawan onic drak sistem hahah,lawan onic drak sistem hahah,0,safe,non-cyberbullying,,0,0.5300732217573222
949,@Nugieofc,cie nangis dipojokan,cie nangis dipojokan,cie nangis dipojokan,cie nangis dipojokan,cie nang pojok,0,safe,non-cyberbullying,,0,0.5300732217573222
950,@Masss_AB,"BISA APA SIH PPQ ? WKWKK 
KETAR KITIR SAMA ONIC🤪🤪🦔",bisa apa sih ppq wkwkk ketar kitir sama onic,bisa apa sih ppq wkwkk ketar kitir sama onic,apa sih ppq wkwkk ketar kitir sama onic,apa sih ppq wkwkk ketar kitir sama onic,0,safe,non-cyberbullying,,0,0.5300732217573222
951,@novantoramadana4831,"Dari sini kita bisa menilai kalau skylar gold lane terbaik dunia, bergabung dengan onic langsung bisa menyatu permainan nya, lanning pun skylar tetap unggul dari pada si toyy",dari sini kita bisa menilai kalau skylar gold lane terbaik dunia bergabung dengan onic langsung bisa menyatu permainan nya lanning pun skylar tetap unggul dari pada si toyy,dari sini kita bisa menilai kalau skylar gold lane terbaik dunia bergabung dengan onic langsung bisa menyatu permainan ya lanning pun skylar tetap unggul dari pada si toyy,sini menilai kalau skylar gold lane terbaik dunia bergabung onic langsung bisa menyatu permainan lanning skylar tetap unggul pada si toyy,sini nilai kalau skylar gold lane baik dunia gabung onic langsung bisa satu main lanning skylar tetap unggul pada si toyy,0,safe,non-cyberbullying,,0,0.5300732217573222
952,@rifkimuhammad6215,Lim kocul rrq garis keras,lim kocul rrq garis keras,lim kocul rrq garis keras,lim kocul rrq garis keras,lim kocul rrq garis keras,0,safe,non-cyberbullying,,0,0.5300732217573222
953,@NazwanLoka-z5k,Komentar pro rrq😂 ni yg kanan kiri😂😂,komentar pro rrq ni yg kanan kiri,komentar pro rrq ni yang kanan kiri,komentar pro rrq ni kanan kiri,komentar pro rrq ni kanan kiri,0,safe,non-cyberbullying,,0,0.5300732217573222
954,@Fathan-d8f,Wkwkwk toyy di akhir malah beli quens wings,wkwkwk toyy di akhir malah beli quens wings,wkwkwk toyy di akhir malah beli quens wings,wkwkwk toyy akhir malah beli quens wings,wkwkwk toyy akhir malah beli quens wings,0,safe,non-cyberbullying,,0,0.5300732217573222
955,@koruptorasw1929,"Mm ulti angin,rinz mati di spawn base 2x, jungler blunder😂",mm ulti anginrinz mati di spawn base x jungler blunder,mm ulti anginrinz mati di spawn base x jungler blunder,mm ulti anginrinz mati spawn base x jungler blunder,mm ulti anginrinz mati spawn base x jungler blunder,5,moderate_toxic,cyberbullying,mati(extreme:5),1,8.81304347826087
956,@Albi_pk,"gila sanz😂,recal"" depan mukak😂😂",gila sanzrecal depan mukak,gila sanzrecal depan mukak,gila sanzrecal depan mukak,gila sanzrecal depan mukak,0,safe,non-cyberbullying,,0,0.5300732217573222
957,@BoyBay-z3s,Smngt onic smpe juara dunia amin bawa kembali piala internasional ke indo❤,smngt onic smpe juara dunia amin bawa kembali piala internasional ke indo,smngt onic smpe juara dunia amin bawa kembali piala internasional ke indo,smngt onic smpe juara dunia amin bawa piala internasional indo,smngt onic smpe juara dunia amin bawa piala internasional indo,0,safe,non-cyberbullying,,0,0.5300732217573222
958,@alioemare0065,"Rrq klo mau menang lawan onic, caranya beli full roaster Tlid PH 😂",rrq klo mau menang lawan onic caranya beli full roaster tlid ph,rrq kalau mau memang lawan onic caranya beli full roaster tlid ph,rrq kalau mau memang lawan onic caranya beli full roaster tlid ph,rrq kalau mau memang lawan onic cara beli full roaster tlid ph,0,safe,non-cyberbullying,,0,0.5300732217573222
959,@dhikasetiawan-x3j,MONA4D = HAMA!!!! 🤮🤮🤮,monad hama,monad hama,monad hama,monad hama,0,safe,non-cyberbullying,,0,0.5300732217573222
960,@HafizSyahbana-u1z,Kipass genk's! Pesta liar diperagakan! Artikel baru muncul langsung gw klik.,kipass genks pesta liar diperagakan artikel baru muncul langsung gw klik,kipass genks pesta liar diperagakan artikel baru muncul langsung saya klik,kipass genks pesta liar diperagakan artikel baru muncul langsung klik,kipass genks pesta liar aga artikel baru muncul langsung klik,0,safe,non-cyberbullying,,0,0.5300732217573222
961,@YunadhirNR,ToYy out gaa sihh,toyy out gaa sihh,toyy out gaa sihh,toyy out gaa sihh,toyy out gaa sihh,0,safe,non-cyberbullying,,0,0.5300732217573222
962,@h4t4ke42,Gila sanz,gila sanz,gila sanz,gila sanz,gila sanz,0,safe,non-cyberbullying,,0,0.5300732217573222
963,@AtthalahAditya,2 game dikandangin di base🤣,game dikandangin di base,game dikandangin di base,game dikandangin base,game dikandangin base,0,safe,non-cyberbullying,,0,0.5300732217573222
964,@JustTofuu,lawak kocul aura comeback😂😂😂,lawak kocul aura comeback,lawak kocul aura comeback,lawak kocul aura comeback,lawak kocul aura comeback,0,safe,non-cyberbullying,,0,0.5300732217573222
965,@animemanga0155,MAKAN TU TOY LOKAL,makan tu toy lokal,akan tu toy lokal,tu toy lokal,tu toy lokal,0,safe,non-cyberbullying,,0,0.5300732217573222
966,@Azriel-x3c,King blunder  😅😂,king blunder,king blunder,king blunder,king blunder,0,safe,non-cyberbullying,,0,0.5300732217573222
967,@alioemare0065,"Jungler sutsujin aja gak yakin menang, apalagi jungler yang kya gini,, gak heran sih 2-0 😅😅",jungler sutsujin aja gak yakin menang apalagi jungler yang kya gini gak heran sih,jungler sutsujin saja tidak yakin memang apalagi jungler yang ya gini tidak heran sih,jungler sutsujin yakin memang jungler ya gini tidak heran sih,jungler sutsujin yakin memang jungler ya gin tidak heran sih,0,safe,non-cyberbullying,,0,0.5300732217573222
968,@aggarestumaolana5443,Makin kesini makin makin dah rrq ora danta 😂😂 udah bener jungler kemaren jago diganti sama jungler bgini udah kayak boot,makin kesini makin makin dah rrq ora danta udah bener jungler kemaren jago diganti sama jungler bgini udah kayak boot,makin kesini makin makin sudah rrq ora danta sudah benar jungler kemaren jago diganti sama jungler bgini sudah seperti boot,makin kesini makin makin rrq ora danta benar jungler kemaren jago diganti sama jungler bgini seperti boot,makin kesini makin makin rrq ora danta benar jungler kemaren jago ganti sama jungler bgini seperti boot,0,safe,non-cyberbullying,,0,0.5300732217573222
969,@dinintamutiaraa718,YANG KATANYA JAGO DI KANDANGIN AMA KING JOKER WKAKAKAKAKAKA,yang katanya jago di kandangin ama king joker wkakakakakaka,yang katanya jago di kandangin sama king joker wkakakakakaka,katanya jago kandangin sama king joker wkakakakakaka,kata jago kandangin sama king joker wkakakakakaka,0,safe,non-cyberbullying,,0,0.5300732217573222
970,@anonymousaoem,anak kecil.. pulang lah..,anak kecil pulang lah,anak kecil pulang lah,anak kecil pulang lah,anak kecil pulang lah,0,safe,non-cyberbullying,,0,0.5300732217573222
971,@ofhalsaputraa3423,Raja dari segala taik,raja dari segala taik,raja dari segala taik,raja segala taik,raja segala taik,0,safe,non-cyberbullying,,0,0.5300732217573222
972,@FajriRamadan27,Kingdong ppq menghilang dr line 😂,kingdong ppq menghilang dr line,kingdong ppq menghilang dari line,kingdong ppq menghilang line,kingdong ppq hilang line,0,safe,non-cyberbullying,,0,0.5300732217573222
973,@tonyqrastafara3663,Apa itu zunes punya janggel baik kok kaga d maenin?,apa itu zunes punya janggel baik kok kaga d maenin,apa itu zunes punya janggel baik kok kaga d maenin,apa zunes punya janggel baik kok kaga d maenin,apa zunes punya janggel baik kok kaga d maenin,0,safe,non-cyberbullying,,0,0.5300732217573222
974,@teddyfajarsaputra9050,Udah ya main raja rajaan nya ppq😂raja apaan coba 🤣🤣,udah ya main raja rajaan nya ppqraja apaan coba,sudah ya main raja rajaan ya ppqraja apaan coba,main raja rajaan ya ppqraja apaan coba,main raja raja ya ppqraja apa coba,0,safe,non-cyberbullying,,0,0.5300732217573222
975,@AenkBebas,manaa abangda toy nya ga koar2 lagii,manaa abangda toy nya ga koar lagii,manaa abangda toy ya tidak koar lagi,manaa abangda toy tidak koar,manaa abangda toy tidak koar,0,safe,non-cyberbullying,,0,0.5300732217573222
976,@DandiiShd,Khescute khescute masih aja di mainin Zhunesh,khescute khescute masih aja di mainin zhunesh,khescute khescute kasih saja di mainin zhunesh,khescute khescute kasih di mainin zhunesh,khescute khescute kasih di mainin zhunesh,0,safe,non-cyberbullying,,0,0.5300732217573222
977,@AenkBebas,manaa abangda toy nya ga koar2,manaa abangda toy nya ga koar,manaa abangda toy ya tidak koar,manaa abangda toy tidak koar,manaa abangda toy tidak koar,0,safe,non-cyberbullying,,0,0.5300732217573222
978,@wahyusedyoutomo4230,Coba offline onstage pasti seru tuh wk,coba offline onstage pasti seru tuh wk,coba offline onstage pasti seru tuh wk,coba offline onstage seru tuh wk,coba offline onstage seru tuh wk,0,safe,non-cyberbullying,,0,0.5300732217573222
979,@klip_ajaa,Langsung kasih aja gak si ke onic season ini ❤,langsung kasih aja gak si ke onic season ini,langsung kasih saja tidak si ke onic season ini,langsung kasih tidak si onic season,langsung kasih tidak si onic season,0,safe,non-cyberbullying,,0,0.5300732217573222
980,@Yong969,"caster kenapa berat sebelah gini wkwkw, padahal yg unggul onic malah yg dibahas ppq",caster kenapa berat sebelah gini wkwkw padahal yg unggul onic malah yg dibahas ppq,caster kenapa berat sebelah gini wkwkw padahal yang unggul onic malah yang dibahas ppq,caster berat sebelah gini wkwkw padahal unggul onic malah dibahas ppq,caster berat belah gin wkwkw padahal unggul onic malah bahas ppq,0,safe,non-cyberbullying,,0,0.5300732217573222
981,@ciretcengdem,Rrq Gx bkl bisa menang dari onic.krna skylar udh tau permainan rrq,rrq gx bkl bisa menang dari onickrna skylar udh tau permainan rrq,rrq gx bkl bisa memang dari onickrna skylar sudah tahu permainan rrq,rrq gx bkl memang onickrna skylar tahu permainan rrq,rrq gx bkl memang onickrna skylar tahu main rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
982,@MFFchanel01,Bukan musuh ya yg jago kita yg blunder kata rinz wkwk,bukan musuh ya yg jago kita yg blunder kata rinz wkwk,bukan musuh ya yang jago kita yang blunder kata rinz wkwk,bukan musuh yang jago yang blunder kata rinz wkwk,bukan musuh yang jago yang blunder kata rinz wkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
983,@hisyamazzahir3214,"udah menang ga yapping, kelassss",udah menang ga yapping kelassss,sudah memang tidak yapping kelassss,memang yapping kelassss,memang yapping kelassss,0,safe,non-cyberbullying,,0,0.5300732217573222
984,@yudarizki2989,pindah aja ga si ppq ke turnament warkop drpd di ledek lg runnerup wkwk itujuga kl bisa wkwk soalnya mentok bgt tu runnerup wkwkwkwkkw,pindah aja ga si ppq ke turnament warkop drpd di ledek lg runnerup wkwk itujuga kl bisa wkwk soalnya mentok bgt tu runnerup wkwkwkwkkw,pindah saja tidak si ppq ke turnament warkop drpd di ledek lagi runnerup wkwk itujuga kalau bisa wkwk soalnya mentok banget tu runnerup wkwkwkwkkw,pindah tidak si ppq turnament warkop drpd ledek runnerup wkwk itujuga kalau wkwk soalnya mentok banget tu runnerup wkwkwkwkkw,pindah tidak si ppq turnament warkop drpd ledek runnerup wkwk itujuga kalau wkwk soal mentok banget tu runnerup wkwkwkwkkw,0,safe,non-cyberbullying,,0,0.5300732217573222
985,@MFFchanel01,Mana toy makan tuh rrq pok3 malah di buat poke,mana toy makan tuh rrq pok malah di buat poke,mana toy akan tuh rrq pok malah di buat poke,mana toy tuh rrq pok malah buat poke,mana toy tuh rrq pok malah buat poke,3,moderate_toxic,non-cyberbullying,poke(gaming:3),0,0.5300732217573222
986,@jtwst1721,Ga level lawan tim smpah bot ppq oh ppq😂,ga level lawan tim smpah bot ppq oh ppq,tidak level lawan tim smpah bot ppq oh ppq,level lawan tim smpah bot ppq ppq,level lawan tim smpah bot ppq ppq,3,moderate_toxic,non-cyberbullying,bot(gaming:3),0,0.5300732217573222
987,@kentungchannel2474,Raja semua sudah di onic.. mana ada yg bisa kalahkan onic,raja semua sudah di onic mana ada yg bisa kalahkan onic,raja semua sudah di onic mana ada yang bisa kalahkan onic,raja semua di onic mana yang kalahkan onic,raja semua di onic mana yang kalah onic,0,safe,non-cyberbullying,,0,0.5300732217573222
988,@prastibkk-yb8og,Alhamdulillah sang raja langit onic 🇮🇩🇮🇩😍🥶🥶🔥🔥,alhamdulillah sang raja langit onic,alhamdulillah sang raja langit onic,alhamdulillah sang raja langit onic,alhamdulillah sang raja langit onic,0,safe,non-cyberbullying,,0,0.5300732217573222
989,@ucpawsm1180,Casternya gak banget 😂,casternya gak banget,casternya tidak banget,casternya banget,casternya banget,0,safe,non-cyberbullying,,0,0.5300732217573222
990,@mabukmania9206,L dari kai 😂😂 loser😂,l dari kai loser,l dari kai loser,l kai loser,l kai loser,3,moderate_toxic,non-cyberbullying,loser(gaming:3),0,0.5300732217573222
991,@userkevvone,"terjadi lagi El fliker setara 5m series adu ulti sama sanz, winter cuma pajangan 😂😂😂 rinz rinz jerengg",terjadi lagi el fliker setara m series adu ulti sama sanz winter cuma pajangan rinz rinz jerengg,terjadi lagi el fliker setara m series adu ulti sama sanz winter cuma jangan rinz rinz jerengg,terjadi el fliker setara m series adu ulti sama sanz winter cuma jangan rinz rinz jerengg,jadi el fliker tara m series adu ulti sama sanz winter cuma jangan rinz rinz jerengg,0,safe,non-cyberbullying,,0,0.5300732217573222
992,@yogiiskndr3032,"Tumben ga ngepush mmr tembak"" toy toy toy😂",tumben ga ngepush mmr tembak toy toy toy,tumben tidak ngepush mmr tembak toy toy toy,tumben ngepush mmr tembak toy toy toy,tumben ngepush mmr tembak toy toy toy,0,safe,non-cyberbullying,,0,0.5300732217573222
993,@irulajah7971,caster ranger emas sama lim koul berat sebelah pro ke rrq 😂 kan caster harusnya netral dan profesional wkwk lawak mpl id kok bisa?,caster ranger emas sama lim koul berat sebelah pro ke rrq kan caster harusnya netral dan profesional wkwk lawak mpl id kok bisa,caster ranger emas sama lim koul berat sebelah pro ke rrq akan caster harusnya netral dan profesional wkwk lawak mpl id kok bisa,caster ranger emas sama lim koul berat sebelah pro rrq caster harusnya netral profesional wkwk lawak mpl id kok,caster ranger emas sama lim koul berat belah pro rrq caster harus netral profesional wkwk lawak mpl id kok,0,safe,non-cyberbullying,,0,0.5300732217573222
994,@daniwardani-jc2nl,Pilihan tepat skaylar pindah ke onic😂😂,pilihan tepat skaylar pindah ke onic,pilihan tepat skaylar pindah ke onic,pilihan tepat skaylar pindah onic,pilih tepat skaylar pindah onic,0,safe,non-cyberbullying,,0,0.5300732217573222
995,@RizaRestuSuciawati,"Kalo kata gua sih , cari mid line lagi dan mainin sutsujin.",kalo kata gua sih cari mid line lagi dan mainin sutsujin,kalau kata saya sih cari mid line lagi dan mainin sutsujin,kalau kata sih cari mid line dan mainin sutsujin,kalau kata sih cari mid line dan mainin sutsujin,0,safe,non-cyberbullying,,0,0.5300732217573222
996,@izzadika7926,"RRQ GK PANTES DI MPL
COCOK DI MDL AJA😂😂",rrq gk pantes di mpl cocok di mdl aja,rrq tidak pantes di mpl cocok di mdl saja,rrq pantes mpl cocok mdl,rrq pantes mpl cocok mdl,0,safe,non-cyberbullying,,0,0.5300732217573222
997,@FajriRamadan27,"Bng ler d banding²kan sama toy jangan ya dek y,beda jauhlah antara langit dan bumi
😂😅",bng ler d bandingkan sama toy jangan ya dek ybeda jauhlah antara langit dan bumi,bng ler d bandingkan sama toy jangan ya dek ybeda jauhlah antara langit dan bumi,bng ler d bandingkan sama toy jangan dek ybeda jauhlah langit bumi,bng ler d banding sama toy jangan dek ybeda jauh langit bumi,0,safe,non-cyberbullying,,0,0.5300732217573222
998,@raflyadimas7945,CASTER KOCAKKKKK BERAT SEBELAH KOCAKKKKK,caster kocakkkkk berat sebelah kocakkkkk,caster kocakkkkk berat sebelah kocakkkkk,caster kocakkkkk berat sebelah kocakkkkk,caster kocakkkkk berat belah kocakkkkk,0,safe,non-cyberbullying,,0,0.5300732217573222
999,@zeboo19,"""bukan musuhnya yg jago tapi kitanya yg blunder"" awokwokwokk😅",bukan musuhnya yg jago tapi kitanya yg blunder awokwokwokk,bukan musuhnya yang jago tapi kitanya yang blunder awokwokwokk,bukan musuhnya jago kitanya blunder awokwokwokk,bukan musuh jago kita blunder awokwokwokk,0,safe,non-cyberbullying,,0,0.5300732217573222
1000,@BagasH666,Saran sih buat rrq ganti pemain semua dah sumpah wkwkw😂,saran sih buat rrq ganti pemain semua dah sumpah wkwkw,saran sih buat rrq nanti pemain semua sudah sumpah wkwkw,saran sih buat rrq pemain semua sumpah wkwkw,saran sih buat rrq main semua sumpah wkwkw,0,safe,non-cyberbullying,,0,0.5300732217573222
1001,@eaaaaa1394,Onic main rank,onic main rank,onic main rank,onic main rank,onic main rank,0,safe,non-cyberbullying,,0,0.5300732217573222
1002,@Nirwana1999,Jungler rrq ngga sehat tuhh Blunder terus,jungler rrq ngga sehat tuhh blunder terus,jungler rrq ngga sehat tuhh blunder terus,jungler rrq ngga sehat tuhh blunder terus,jungler rrq ngga sehat tuhh blunder terus,0,safe,non-cyberbullying,,0,0.5300732217573222
1003,@mangarabutarbutar92,"Dari game pertama toy satu line aja 
Gak tau cara rotasi nya 
Emang gold lane ter gblok",dari game pertama toy satu line aja gak tau cara rotasi nya emang gold lane ter gblok,dari game pertama toy satu line saja tidak tahu cara rotasi ya memang gold lane ter goblok,game pertama toy satu line tidak tahu cara rotasi memang gold lane ter goblok,game pertama toy satu line tidak tahu cara rotasi memang gold lane ter goblok,4,moderate_toxic,cyberbullying,goblok(personal:4),1,8.81304347826087
1004,@amarhabibie7633,Ajurr  eakkkk. Skylar ni bosss,ajurr eakkkk skylar ni bosss,ajurr eakkkk skylar ni bosss,ajurr eakkkk skylar ni bosss,ajurr eakkkk skylar ni bosss,0,safe,non-cyberbullying,,0,0.5300732217573222
1005,@RevaldoGiovaniPutra,"fans rrq yg koar2 onic badut onic badut + toy>>>skylar pada kemana, ya?",fans rrq yg koar onic badut onic badut toyskylar pada kemana ya,fans rrq yang koar onic badut onic badut toyskylar pada kemana ya,fans rrq koar onic badut onic badut toyskylar kemana,fans rrq koar onic badut onic badut toyskylar mana,0,safe,non-cyberbullying,,0,0.5300732217573222
1006,@Ryanbani96,sekelas skylar di blang toy lebih jago 😂😂,sekelas skylar di blang toy lebih jago,sekelas skylar di blang toy lebih jago,sekelas skylar blang toy lebih jago,kelas skylar blang toy lebih jago,0,safe,non-cyberbullying,,0,0.5300732217573222
1007,@zasmit-ack,Rrq era udah abis,rrq era udah abis,rrq era sudah abis,rrq era abis,rrq era abis,0,safe,non-cyberbullying,,0,0.5300732217573222
1008,@yudijuanjuan8407,Udah yaa main Raja Raja annya😂😂😂,udah yaa main raja raja annya,sudah ya main raja raja annya,ya main raja raja annya,ya main raja raja annya,0,safe,non-cyberbullying,,0,0.5300732217573222
1009,@FahriAnjay-z3o,😜👆,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
1010,@yudijuanjuan8407,#4 dari kairi😂😂😂,dari kairi,dari kairi,kairi,kairi,0,safe,non-cyberbullying,,0,0.5300732217573222
1011,@akasyah116,"Gila bgt cok onic... Tadi emng lutpi arlottny jago parah... Nah tapi di match ke 2 ini skylar makin lama chemistry dan powerny makin meningkat.. Di ganking 3 orang berkali2 selamat mulu yg otomatis earlyny jdi megang.

Dan akhirny skylar dpt tim dengan player star semua, semua chemistry menyatu, gw yakin mereka pasti komunikasiny nggk terlalu yg gimn2 karna kayak tau gitu pergerakan tim sendiri... Contoh di match pertama onic main exp mulu fokus objektif, skylar dengan sadar nahan sekuat mungkin dan cari celah terus.. Alhasil objektif dapet, gold lane juga berhasil ditahan.. Match ke 2 juga hampir2 sama. 

Sedngkan di RRQ skylar akan dijaga bgt dri awal, kek selama skylar aman.. Objektif dpt gk dpt yaudh. Alhasil sutsujinny jarang bersinarkan karna yg lain fokusny ke skylar.. Bahkan buff pun lebih cepet dikasih ke skylar",gila bgt cok onic tadi emng lutpi arlottny jago parah nah tapi di match ke ini skylar makin lama chemistry dan powerny makin meningkat di ganking orang berkali selamat mulu yg otomatis earlyny jdi megang dan akhirny skylar dpt tim dengan player star semua semua chemistry menyatu gw yakin mereka pasti komunikasiny nggk terlalu yg gimn karna kayak tau gitu pergerakan tim sendiri contoh di match pertama onic main exp mulu fokus objektif skylar dengan sadar nahan sekuat mungkin dan cari celah terus alhasil objektif dapet gold lane juga berhasil ditahan match ke juga hampir sama sedngkan di rrq skylar akan dijaga bgt dri awal kek selama skylar aman objektif dpt gk dpt yaudh alhasil sutsujinny jarang bersinarkan karna yg lain fokusny ke skylar bahkan buff pun lebih cepet dikasih ke skylar,gila banget cok onic tadi memang lutpi arlottny jago parah nah tapi di match ke ini skylar makin lama chemistry dan powerny makin meningkat di ganking orang berkali selamat mulu yang otomatis earlyny jadi memang dan akhirny skylar dapat tim dengan player star semua semua chemistry menyatu saya yakin mereka pasti komunikasiny nggk terlalu yang gimn karena seperti tahu gitu pergerakan tim sendiri contoh di match pertama onic main exp mulu fokus objektif skylar dengan sadar nahan sekuat mungkin dan cari celah terus alhasil objektif dapat gold lane juga berhasil ditahan match ke juga hampir sama sedngkan di rrq skylar akan dijaga banget dari awal seperti sama skylar aman objektif dapat tidak dapat yaudh alhasil sutsujinny jarang bersinarkan karena yang lain fokusny ke skylar akan buff pun lebih cepet kasih ke skylar,gila banget cok onic tadi memang lutpi arlottny jago parah nah match ini skylar makin lama chemistry powerny makin meningkat ganking orang berkali selamat mulu otomatis earlyny jadi memang akhirny skylar tim player star semua semua chemistry menyatu yakin pasti komunikasiny nggk terlalu gimn tahu gitu pergerakan tim sendiri contoh match pertama onic main exp mulu fokus objektif skylar sadar nahan sekuat mungkin cari celah terus alhasil objektif gold lane berhasil ditahan match juga hampir sama sedngkan di rrq skylar dijaga banget awal seperti sama skylar aman objektif tidak yaudh alhasil sutsujinny jarang bersinarkan yang fokusny skylar buff lebih cepet kasih skylar,gila banget cok onic tadi memang lutpi arlottny jago parah nah match ini skylar makin lama chemistry powerny makin tingkat ganking orang kali selamat mulu otomatis earlyny jadi memang akhirny skylar tim player star semua semua chemistry satu yakin pasti komunikasiny nggk terlalu gimn tahu gitu gera tim sendiri contoh match pertama onic main exp mulu fokus objektif skylar sadar nahan kuat mungkin cari celah terus alhasil objektif gold lane hasil tahan match juga hampir sama sedngkan di rrq skylar jaga banget awal seperti sama skylar aman objektif tidak yaudh alhasil sutsujinny jarang sar yang fokusny skylar buff lebih cepet kasih skylar,1,minor_negative,non-cyberbullying,parah(negative:1),0,0.5300732217573222
